n_lipids,api_to_lipid_ratio,lipid_DPPC_fraction,lipid_DSPC_fraction,lipid_CHEMS_fraction,lipid_DMPC_fraction,lipid_DAPC_fraction,lipid_Chol_fraction,lipid_Soy PC_fraction,lipid_Egg PC_fraction,lipid_DOTAP_fraction,lipid_DOPE_fraction,lipid_DPPG_fraction,api_molecular_weight,api_rotatable_bond_count,api_hbond_acceptor_count,api_hbond_donor_count,api_heavy_atom_count,api_tpsa,api_complexity,api_molecular_weight_missing,api_rotatable_bond_count_missing,api_hbond_acceptor_count_missing,api_hbond_donor_count_missing,api_heavy_atom_count_missing,api_tpsa_missing,api_complexity_missing,lipid_1_fraction,lipid_2_fraction,lipid_3_fraction,lipid_1_molecular_weight,lipid_1_rotatable_bond_count,lipid_1_hbond_acceptor_count,lipid_1_hbond_donor_count,lipid_1_logp,lipid_1_tpsa,lipid_1_formal_charge,lipid_1_number_of_tails,lipid_1_tail_length_mean,lipid_1_tail_length_max,lipid_1_avg_double_bonds_per_tail,lipid_1_is_mixture,lipid_1_has_tails,lipid_1_is_zwitterionic,lipid_1_is_cationic,lipid_1_is_anionic,lipid_1_is_phospholipid,lipid_1_is_sterol,lipid_1_is_cationic_lipid,lipid_2_missing,lipid_2_molecular_weight,lipid_2_rotatable_bond_count,lipid_2_hbond_acceptor_count,lipid_2_hbond_donor_count,lipid_2_logp,lipid_2_tpsa,lipid_2_formal_charge,lipid_2_number_of_tails,lipid_2_tail_length_mean,lipid_2_tail_length_max,lipid_2_avg_double_bonds_per_tail,lipid_2_is_mixture,lipid_2_has_tails,lipid_2_is_zwitterionic,lipid_2_is_cationic,lipid_2_is_anionic,lipid_2_is_phospholipid,lipid_2_is_sterol,lipid_2_is_cationic_lipid,lipid_3_missing,lipid_3_molecular_weight,lipid_3_rotatable_bond_count,lipid_3_hbond_acceptor_count,lipid_3_hbond_donor_count,lipid_3_logp,lipid_3_tpsa,lipid_3_formal_charge,lipid_3_number_of_tails,lipid_3_tail_length_mean,lipid_3_tail_length_max,lipid_3_avg_double_bonds_per_tail,lipid_3_is_mixture,lipid_3_has_tails,lipid_3_is_zwitterionic,lipid_3_is_cationic,lipid_3_is_anionic,lipid_3_is_phospholipid,lipid_3_is_sterol,lipid_3_is_cationic_lipid,lipid_max_logp,lipid_min_logp,lipid_weighted_logp,lipid_weighted_hbond_donors,lipid_1_2_logp_diff,lipid_1_3_logp_diff,lipid_1_2_tail_diff,api_lipid_1_hbond_donor_diff
2,0.010749646393210749,0.0,0.0,0.0,0.0,0.0,0.256011315417256,0.743988684582744,0.0,0.0,0.0,0.0,554.6,8.0,13.0,4.0,36.0,288.0,1110.0,0,0,0,0,0,0,0,0.743988684582744,0.256011315417256,0.0,775.0,40.0,7.0,0.0,14.1,94.1,0.0,2.0,17.0,18.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,14.1,8.7,12.717538896746818,0.256011315417256,5.4,,17.0,4.0
2,0.006158833063209076,0.0,0.0,0.0,0.0,0.0,0.146677471636953,0.8533225283630469,0.0,0.0,0.0,0.0,554.6,8.0,13.0,4.0,36.0,288.0,1110.0,0,0,0,0,0,0,0,0.8533225283630469,0.146677471636953,0.0,775.0,40.0,7.0,0.0,14.1,94.1,0.0,2.0,17.0,18.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,14.1,8.7,13.307941653160452,0.146677471636953,5.4,,17.0,4.0
2,0.01216,0.0,0.0,0.0,0.0,0.0,0.5792,0.4208,0.0,0.0,0.0,0.0,554.6,8.0,13.0,4.0,36.0,288.0,1110.0,0,0,0,0,0,0,0,0.4208,0.5792,0.0,775.0,40.0,7.0,0.0,14.1,94.1,0.0,2.0,17.0,18.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,14.1,8.7,10.97232,0.5792,5.4,,17.0,4.0
2,0.007700101317122594,0.0,0.0,0.0,0.0,0.0,0.7335359675785208,0.2664640324214792,0.0,0.0,0.0,0.0,554.6,8.0,13.0,4.0,36.0,288.0,1110.0,0,0,0,0,0,0,0,0.2664640324214792,0.7335359675785208,0.0,775.0,40.0,7.0,0.0,14.1,94.1,0.0,2.0,17.0,18.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,14.1,8.7,10.138905775075987,0.7335359675785208,5.4,,17.0,4.0
1,0.0004103343465045593,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,482.4,6.0,9.0,4.0,35.0,155.0,750.0,1,1,1,1,1,1,1,1.0,0.0,0.0,775.0,40.0,7.0,0.0,14.1,94.1,0.0,2.0,17.0,18.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,14.1,14.1,14.1,0.0,,,,
2,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,204.29,1.0,2.0,0.0,14.0,40.9,246.0,0,0,0,0,0,0,0,0.6,0.4,0.0,775.0,40.0,7.0,0.0,14.1,94.1,0.0,2.0,17.0,18.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,14.1,8.7,11.94,0.4,5.4,,17.0,0.0
2,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,204.29,1.0,2.0,0.0,14.0,40.9,246.0,0,0,0,0,0,0,0,0.75,0.25,0.0,775.0,40.0,7.0,0.0,14.1,94.1,0.0,2.0,17.0,18.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,14.1,8.7,12.75,0.25,5.4,,17.0,0.0
2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,204.29,1.0,2.0,0.0,14.0,40.9,246.0,0,0,0,0,0,0,0,0.8,0.2,0.0,775.0,40.0,7.0,0.0,14.1,94.1,0.0,2.0,17.0,18.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,14.1,8.7,13.020000000000001,0.2,5.4,,17.0,0.0
2,0.20765027322404372,0.0,0.7498482088646024,0.0,0.0,0.0,0.2501517911353977,0.0,0.0,0.0,0.0,0.0,482.4,6.0,9.0,4.0,35.0,155.0,750.0,1,1,1,1,1,1,1,0.7498482088646024,0.2501517911353977,0.0,790.1,44.0,8.0,0.0,15.6,111.0,0.0,2.0,18.0,18.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,15.6,8.7,13.873952641165756,0.2501517911353977,6.9,,18.0,
2,0.0014161849710982658,0.0,0.0,0.0,0.0,0.0,0.2485549132947977,0.7514450867052024,0.0,0.0,0.0,0.0,272.25,1.0,5.0,3.0,20.0,87.0,363.0,0,0,0,0,0,0,0,0.7514450867052024,0.2485549132947977,0.0,775.0,40.0,7.0,0.0,14.1,94.1,0.0,2.0,17.0,18.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,14.1,8.7,12.757803468208094,0.2485549132947977,5.4,,17.0,3.0
2,0.28323699421965315,0.0,0.0,0.0,0.0,0.0,0.2485549132947977,0.7514450867052024,0.0,0.0,0.0,0.0,272.25,1.0,5.0,3.0,20.0,87.0,363.0,0,0,0,0,0,0,0,0.7514450867052024,0.2485549132947977,0.0,775.0,40.0,7.0,0.0,14.1,94.1,0.0,2.0,17.0,18.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,14.1,8.7,12.757803468208094,0.2485549132947977,5.4,,17.0,3.0
2,0.42581888246628136,0.0,0.0,0.0,0.0,0.0,0.2485549132947977,0.7514450867052024,0.0,0.0,0.0,0.0,272.25,1.0,5.0,3.0,20.0,87.0,363.0,0,0,0,0,0,0,0,0.7514450867052024,0.2485549132947977,0.0,775.0,40.0,7.0,0.0,14.1,94.1,0.0,2.0,17.0,18.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,14.1,8.7,12.757803468208094,0.2485549132947977,5.4,,17.0,3.0
2,0.7876923076923077,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,785.0,7.0,16.0,7.0,54.0,182.0,1150.0,0,0,0,0,0,0,0,0.8,0.2,0.0,775.0,40.0,7.0,0.0,14.1,94.1,0.0,2.0,17.0,18.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,14.1,8.7,13.020000000000001,0.2,5.4,,17.0,7.0
2,0.00923076923076923,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,3354.1,67.0,50.0,41.0,229.0,1390.0,7840.0,0,0,0,0,0,0,0,0.8,0.2,0.0,775.0,40.0,7.0,0.0,14.1,94.1,0.0,2.0,17.0,18.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,14.1,8.7,13.020000000000001,0.2,5.4,,17.0,41.0
2,0.1015076112412178,0.0,0.0,0.0,0.0,0.0,0.11109484777517564,0.8889051522248242,0.0,0.0,0.0,0.0,720.9,18.0,9.0,4.0,50.0,202.0,1040.0,0,0,0,0,0,0,0,0.8889051522248242,0.11109484777517564,0.0,775.0,40.0,7.0,0.0,14.1,94.1,0.0,2.0,17.0,18.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,14.1,8.7,13.50008782201405,0.11109484777517564,5.4,,17.0,4.0
2,0.13132102272727272,0.0,0.0,0.0,0.0,0.0,0.1666903409090909,0.833309659090909,0.0,0.0,0.0,0.0,720.9,18.0,9.0,4.0,50.0,202.0,1040.0,0,0,0,0,0,0,0,0.833309659090909,0.1666903409090909,0.0,775.0,40.0,7.0,0.0,14.1,94.1,0.0,2.0,17.0,18.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,14.1,8.7,13.199872159090907,0.1666903409090909,5.4,,17.0,4.0
2,0.17907171906268157,0.0,0.0,0.0,0.0,0.0,0.3333548512039249,0.6666451487960752,0.0,0.0,0.0,0.0,720.9,18.0,9.0,4.0,50.0,202.0,1040.0,0,0,0,0,0,0,0,0.6666451487960752,0.3333548512039249,0.0,775.0,40.0,7.0,0.0,14.1,94.1,0.0,2.0,17.0,18.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,386.7,5.0,1.0,1.0,8.7,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,14.1,8.7,12.299883803498807,0.3333548512039249,5.4,,17.0,4.0
